input_row_key,veridion_id,company_name,company_legal_names,main_country,main_country_code,main_region,main_city,revenue,employee_count,year_founded,main_sector,sics_codified_industry,website_url
260,f0273522-93e4-11eb-a33a-a3dfba582839,INFINERA,Infinera Corporation,United States,US,California,San Jose,1356000000.0,3200.0,2000.0,IT&C Services,Medical Equipment & Supplies,https://www.infinera.com/
261,fa89bf14-93e4-11eb-9937-4fab995bf8ff,INFOMEDIA,Infomedia Sweden AB. | Infomedia Finland Oy.,Denmark,DK,Capital Region Of Denmark,Copenhagen,16000000.0,200.0,2002.0,Advertising & Marketing,Advertising & Marketing,https://infomedia.dk/
262,dcc5e190-22df-11ec-817c-6169a8cec47d,Infosys Limited,Infosys Limited,India,IN,Karnataka,Bengaluru,,,,IT&C Services,,
263,23bb110e-49a8-11ef-b831-79711486170a,INGRAM MICRO NORDIC LOGISTICS AB.,INGRAM MICRO NORDIC LOGISTICS AB.,Sweden,SE,Västra Götaland County,Borås,,3.0,,,,
264,105b5543-69de-11ec-adcf-3f0b13c02884,Carmadrink267,,Denmark,DK,Capital Region Of Denmark,Ballerup Municipality,16458196.0,15.0,,Food & Beverages,Alcoholic Beverages,https://carmadrink.dk/
265,b99023f2-93e4-11eb-a33a-a3dfba582839,InsiderSecurity,Insider Security Pte Ltd.,Singapore,SG,Southwest,,8417258.0,32.0,2015.0,IT&C Services,Software & IT Services,https://insidersecurity.co/
266,99015501-93e4-11eb-b4a6-27899be4e45d,Integrity Risk International,Integrity Risk International LLC.,United States,US,Virginia,Reston,10685824.0,42.0,1990.0,Other Professional Services,Professional & Commercial Services,https://www.integrityriskintl.com/
267,886a8187-93e4-11eb-b4a6-27899be4e45d,Intouch Insight,Intouch Insight Inc.,Canada,CA,Ontario,Ottawa,15500000.0,180.0,1992.0,IT&C Services,Professional & Commercial Services,https://www.intouchinsight.com/
268,04fe7362-01b4-11ef-ade1-91904611b689,FINANCE SKY,,Switzerland,CH,Zug,Baar,1033708.0,5.0,2014.0,Finance & Insurance,Insurance,https://www.financesky.ch/
269,0cdd9ee4-04c2-11ec-88e6-abf0591e0a83,Advis,,Sweden,SE,,,3571306.0,30.0,1992.0,Advertising & Marketing,Advertising & Marketing,https://advis.se/
270,9b3460e0-4e9a-11ef-9005-197c1f23de9c,IPG Mediabrands APAC,,Singapore,SG,Central,Singapore,4481691.0,20.0,2007.0,Advertising & Marketing,,
271,dff13de7-1afd-11ec-a31a-a7a88bbb321b,Ipsos Sdn Bhd.,Ipsos Sdn Bhd.,Malaysia,MY,Kuala Lumpur,Kuala Lumpur,,,,Advertising & Marketing,,
272,52dd79a7-64a6-11ee-8ba4-c1d00e9cebfd,ISS Facility Services Ltd.,ISS Facility Services Ltd. | ISS Facility Services Srl.,Denmark,DK,Capital Region Of Denmark,Gladsaxe Municipality,,,1923.0,Other Professional Services,Professional & Commercial Services,https://frontend-issworld-demo.vercel.app/en
273,4cf5285b-27d1-11ef-bd6f-218060e3190a,ISS Facility Services AB.,ISS Facility Services AB.,Sweden,SE,Kalmar County,Västervik,,,,Other Professional Services,,
274,b6933ece-a507-11ec-aceb-79f5b854cd8b,ISS Facility Services Norge,,Norway,NO,Oslo,Oslo,,550.0,1901.0,,,
275,c2b80b00-93e4-11eb-a33a-a3dfba582839,ISS,ISS A/S. | ISS GLOBAL A/S. | ISS Facility Services S.A. | ISS Facility Services Holding GmbH | ISS Facility Services India Private Limited | ISS Facility Services Inc. | ISS Facility Services Limited,Denmark,DK,Capital Region Of Denmark,Søborg,10049793024.0,378946.0,1924.0,Other Professional Services,Professional & Commercial Services,http://www.au.issworld.com/
276,6d50f1e1-93e4-11eb-b4a6-27899be4e45d,Itectra,Itectra A/S.,Denmark,DK,North Denmark Region,Aalborg,2697310.0,12.0,2008.0,IT&C Services,Telecommunication Services,https://itectra.com/
277,aceeb54f-027f-11ec-adbd-5ff720d6d289,Jack of Digital,Jack of Digital Pvt Ltd.,Pakistan,PK,Sindh,Saddar Town,1000000.0,38.0,2020.0,Advertising & Marketing,Advertising & Marketing,https://jackofdigital.com/
278,7943c0b1-9bfc-11ec-8253-a78d4af1afc1,IFACT,IFACT A/S.,Denmark,DK,Region Of Southern Denmark,Vejle,1650458.0,9.0,2020.0,IT&C Services,,https://ifact.dk/
279,7f176bc0-93e4-11eb-a746-fdabd18be9c6,Jastel,JasTel Network Co. Ltd. | Justel Network Company Limited,Thailand,TH,Nonthaburi Province,Nonthaburi City Municipality,,,2006.0,IT&C Services,Telecommunication Services,https://www.jastel.co.th/
280,117f0e3f-9c88-11ef-8bab-03376d671938,JLL CORPORATE SOLUTIONS AB.,JLL CORPORATE SOLUTIONS AB.,Sweden,SE,Stockholm County,Stockholm,,,,,,
281,95040fb3-93e4-11eb-9937-4fab995bf8ff,Jobindex,Jobindex A/S.,Denmark,DK,Capital Region Of Denmark,Copenhagen,6598815.0,75.0,,Other Professional Services,,https://jobindex.tv/
282,04f6a945-93e5-11eb-8474-3bbe2d07207d,International Tax Management,International Tax Management Pte Ltd.,Singapore,SG,Central,Singapore,154088.0,3.0,2011.0,Finance & Insurance,Professional & Commercial Services,https://itm.com.sg/
283,3029aeeb-1b04-11ec-be44-b33b64e33ebc,Johnson Controls Denmark ApS Head office,,Denmark,DK,Central Denmark Region,Aarhus,,,,Construction,,
284,a0c7c82f-a62d-11ed-b2cd-53de41d2c5f2,Jones Lang Lasalle Property Consultants Pte. Ltd.,Jones Lang Lasalle Property Consultants Pte. Ltd.,Singapore,SG,Central,Singapore,,,,Real Estate,,
285,550c60c0-12c3-11ec-a220-e361c6591423,Kahoot,,,,,,,,,IT&C Services,Software & IT Services,https://in-kahoot.com/
286,51c74a02-6deb-11ec-96ad-05bd7998a1d5,CyberJuice,Cyberjuice Aps.,Denmark,DK,Capital Region Of Denmark,Copenhagen,1173202.0,5.0,2021.0,IT&C Services,Software & IT Services,https://cyberjuice.io/
287,0013bee4-93e5-11eb-b89f-536884b3e7dd,Kantar,,Norway,NO,Oslo,Oslo,46283712.0,150.0,,Advertising & Marketing,Advertising & Marketing,https://kantar.no/
288,39d1a58b-0586-11ec-ad6d-99fb67e6c4ba,KAON BROADBAND,KAON BROADBAND CO. LTD.,South Korea,KR,Gyeonggi,Seongnam-si,,,,IT&C Services,,http://www.kaonbroadband.com/home.do?lang=en
289,da7ed6a5-fb93-11ee-aa89-23a399016fc1,Kerry Freight Pakistan PVT LTD.,Kerry Freight Pakistan PVT LTD.,Pakistan,PK,Sindh,Karachi,,,,Transport & Warehousing,,
290,d06cf44c-93e4-11eb-a33a-a3dfba582839,Kerry Logistics,Kerry Logistics Network Limited,Hong Kong,HK,Hong Kong,Hong Kong Island,6834542080.0,42000.0,1981.0,Transport & Warehousing,Air Freight & Logistics,https://kerrylogistics.com/
291,ea275f75-2672-11ee-aaf2-7fedf3310a03,Kinly AS avd Trondheim,,Norway,NO,Trøndelag,Trondheim,,,,IT&C Services,,
292,b0eab351-93e4-11eb-be5a-4f810ab55f2e,Kinnarps,Kinnarps AB.,Denmark,DK,Capital Region Of Denmark,Brøndbyvester,46535336.0,150.0,1942.0,Home Products,Building Products & Furnishings,https://www.kinnarps.dk/
293,db8d8f95-f669-11ed-a149-9b392686bc00,Foretak. KLM-Royal Dutch Airlines filial Av utenlandsk,,Norway,NO,Oslo,Oslo,,,,Transport & Warehousing,,
294,483419e2-93e5-11eb-8474-3bbe2d07207d,KM TELECOM,KM Telecom Danmark A/S. | KM Telecom Belgium BV.,Denmark,DK,Region Of Southern Denmark,Fredericia Municipality,57397932.0,150.0,,IT&C Services,Telecommunication Services,https://km-telecom.com/
295,fce64cb2-93e4-11eb-86dd-ffbd1b53140e,KMD Kommunedata,KMD company | KMD A/S.,Denmark,DK,Capital Region Of Denmark,Copenhagen,676482368.0,3000.0,1972.0,IT&C Services,Software & IT Services,https://www.kmd.dk/
296,34512921-cd98-11ec-8506-afdec304713d,AUTOR,,Denmark,DK,Capital Region Of Denmark,Copenhagen,11562935.0,75.0,,Publishers & Media Companies,Media & Entertainment,https://www.autor.dk/
297,02b3e530-93e5-11eb-8859-29e7c34dee35,Sartorvet,,Denmark,DK,Capital Region Of Denmark,Ishøj Municipality,,,,Food & Beverages,Food Retailers & Distributors,http://sartorvet.com/
298,01e4df40-250a-11ec-849c-ffcf1f4730e5,Frederikssund Traktor- og Maskinservice,,Denmark,DK,Capital Region Of Denmark,Frederikssund,,,,Other Capital Goods,,
299,2a5d0b59-1b05-11ec-8de4-3bb83042adac,Korn Ferry,,United Kingdom,GB,England,London,,,,Other Professional Services,,
300,abd0131a-316e-11ef-b658-31fdbd9b69f5,KPMG - Knarvik,,Norway,NO,Vestland,Knarvik,,,,Finance & Insurance,,
301,52c95451-18ff-11f0-b726-e3ae0b5c2c98,Kroll,Kroll OnTrack Inc. | Kroll LLC.,United Kingdom,GB,England,London,,,1932.0,Finance & Insurance,Professional & Commercial Services,https://krollescrow.com/en/services/agency-and-trustee-services/escrow-agent.html
302,76c8a6a0-93e4-11eb-b89f-536884b3e7dd,Kromann Reumert,,Denmark,DK,Capital Region Of Denmark,Copenhagen,104010784.0,620.0,1994.0,Legal,Professional & Commercial Services,https://kromannreumert.com/
303,179b9c40-93e5-11eb-97db-273ba5953680,Bording Cognito AS,,Norway,NO,Oslo,Oslo,5513354.0,17.0,2002.0,Advertising & Marketing,Advertising & Marketing,https://cognito.no/
304,015d4838-69f4-11ec-90e1-2d5acd928949,FeetuniqueFollow,,Denmark,DK,Capital Region Of Denmark,Brøndby,,,2011.0,"Apparel, Accessories & Footwear","Apparel, Accessories & Footwear",https://www.feetunique.se/
305,fb1700e9-1b5d-11ec-9e2d-97948a03f19d,Leaseplan,,Sweden,SE,Stockholm County,Solna,9000000.0,1.0,1995.0,,,https://www.leaseplan.se/
306,9b2222a0-9c13-11ec-a427-3716f54dd1e5,LEOCH Battery,Leoch Battery Pte Ltd.,Singapore,SG,Central,Singapore,20758510.0,55.0,1999.0,Other Nondurable Products,Fuel Cells & Industrial Batteries,http://leoch.sg/
307,48f6a691-93e5-11eb-8859-29e7c34dee35,Locateai,LinkedIn Ireland Unlimited Company,United States,US,California,San Francisco,2000000.0,42.0,2014.0,Real Estate,Investment Banking & Brokerage,https://www.locate.ai/
308,bd538962-a9a1-11ec-819d-93d1c51cb0f0,Linkedin Local Singapore,,Singapore,SG,Central,Singapore,,,2017.0,Accommodation & Food Services,,https://www.localx.org/
309,8fc467df-1b06-11ec-a68d-499e0c2c3a34,LM Ericsson Bangladesh Ltd.,LM Ericsson Bangladesh Ltd.,Bangladesh,BD,Chattogram Division,Chattogram,,,,,,
310,11a3715a-93e5-11eb-b89f-536884b3e7dd,Techpartners,Techpartners ApS.,Denmark,DK,North Denmark Region,Aalborg,419032.0,2.0,,Other Professional Services,Professional & Commercial Services,https://www.techpartners.dk/
311,3700913b-93e5-11eb-a746-fdabd18be9c6,Loyalty,Loyalty Nordic AB.,Norway,NO,Oslo,Oslo,17581424.0,180.0,1995.0,Advertising & Marketing,Professional & Commercial Services,https://www.loyalty.no/
312,b43ac8b9-93e4-11eb-a746-fdabd18be9c6,MAKIO,Makio ApS.,Denmark,DK,Capital Region Of Denmark,Copenhagen Municipality,6598815.0,75.0,,Other Professional Services,,https://makio.dk/
313,d5937753-93e4-11eb-9937-4fab995bf8ff,Manpowergroup,ManpowerGroup AB.,Sweden,SE,Stockholm County,Solna,768273.0,19.0,,Other Professional Services,Professional & Commercial Services,https://www.manpowergroup.se/
314,753387b2-93e4-11eb-aa66-9b8d95e2171b,MANPOWER,,Norway,NO,Oslo,Oslo,487000.0,4000.0,1965.0,Other Professional Services,Professional & Commercial Services,https://www.manpower.no/nb
315,9e655640-93e4-11eb-a736-0f5b20ecb2f1,MapsPeople,MapsPeople A/S,Denmark,DK,North Denmark Region,Nørresundby,6800000.0,130.0,1897.0,IT&C Services,Building Products & Furnishings,https://www.mapspeople.com/
316,49eaca92-93e5-11eb-a33a-a3dfba582839,Markedssjefene,,Norway,NO,Oslo,Oslo,12960193.0,38.0,2013.0,Advertising & Marketing,Advertising & Marketing,https://www.markedssjefene.no/
317,002ff970-93e5-11eb-8ad6-7326edce8d21,Colas Danmark,Colas Denmark A/S.,Denmark,DK,Central Denmark Region,Horsens,210093952.0,228.0,1960.0,Building Products,Construction Materials,http://colas.dk/
318,000edce5-93e5-11eb-8474-3bbe2d07207d,Malermestrene Juuhl & Bratfoss,,Norway,NO,Oslo,Oslo,834027.0,4.0,1973.0,Construction,Engineering & Construction Services,https://jubr.no/
319,86550f01-93e4-11eb-97db-273ba5953680,Maven Wireless,Maven Wireless Sweden AB. | Maven Wireless Inc. | Maven Wireless AB.,Sweden,SE,Stockholm County,Stockholms Kommun,1600000.0,51.0,2016.0,IT&C Services,Telecommunication Services,https://mavenwireless.com/
320,8a8769f3-f8b6-11ed-9214-3d96876bd85b,Mavenir Systems AB.,Mavenir Systems AB.,Sweden,SE,Stockholm County,Stockholm,,,,Health Care & Social Assistance,,
321,778051d9-057a-11ec-b41b-d7058b59cf68,Mavenir Systems Inc.,Mavenir Systems Inc. | 6740 HubSpot Inc.,United Kingdom,GB,England,Henley-on-Thames,,,,Advertising & Marketing,Professional & Commercial Services,https://postsell.trade/
322,bdb7856e-df67-11ed-b4c2-f1d5e4fb0acf,Mavenir Ipa Uk Limited,Mavenir Ipa Uk Limited,United Kingdom,GB,England,Cambridge,,,,,,
323,5d14c4d9-06a7-11ec-8384-233d63a2625f,CONNECTme NOW,MEASAT Communication Systems Sdn. Bhd.,Malaysia,MY,Selangor,Cyberjaya,23879404.0,200.0,,IT&C Services,,https://connectmenow.my/
324,37de0385-e6d6-11ed-8bb1-3d6aecbca671,Media Times Ltd.,Media Times Ltd.,Pakistan,PK,Punjab,Lahore,,,,IT&C Services,,
325,ca6898fe-0d75-11ec-bc3a-abf705312cc2,Meisel AS,,Norway,NO,,,,,,,,http://meisel.no/
326,68a204a1-a872-11ed-a172-c70b75c2da79,META World,,Ireland,IE,Leinster,Dublin,306933.0,1.0,2021.0,Advertising & Marketing,Advertising & Marketing,https://metaworld.ie/
327,e96eddf8-f479-11ec-91fc-b9ab92f06ba6,SOS DPO,MICROSOFT IRELAND OPERATIONS LIMITED,,,,,,,,,,https://www.sos-dpo.com/
328,4c721116-1afb-11ec-8511-032f81df2a60,Microsoft Norway,,Norway,NO,Oslo,Oslo,,,,IT&C Services,,http://www.microsoft.no/?opi=79508299&sa=U&ved=0ahUKEwij7OnH_6OMAxVSR2wGHUtXKMIQ61gIFCgQ&usg=AOvVaw28aI1DCJkLpz6OLarH1_XD
329,161cca55-0fef-11ee-8498-a97a19847758,Micro Express Sales Pte Ltd.,Micro Express Sales Pte Ltd.,Singapore,SG,Central,Singapore,,,,,,
330,2c53d1f1-6cf9-11ec-a598-5f2181f71be8,ABC Spilleautomater,,Denmark,DK,Capital Region Of Denmark,Frederiksberg,,,,"Arts, Entertainment & Recreation",Casinos & Gaming,https://abcspilleautomater.dk/
331,aa736d53-93e4-11eb-be3a-7f925cb94351,Miralix,Miralix A/S.,Denmark,DK,Central Denmark Region,Hedensted,4619644.0,75.0,,Advertising & Marketing,Professional & Commercial Services,https://www.miralix.dk/
332,740de470-cf7a-11ec-8f8e-bde829059b5f,Mixpane,Mixpanel UK Limited and Mixpanel APAC Pte.,United States,US,California,San Francisco,,,2019.0,IT&C Services,Software & IT Services,http://cosmic-star.net/
333,b86d48c0-b500-11ec-92c5-7f4ee7009bc8,mnemonic AS.,,Norway,NO,Oslo,Oslo,50000000.0,420.0,2000.0,IT&C Services,Software & IT Services,https://www.mnemonic.io/
334,a112cce1-0fd4-11ec-bad9-ebcc1813e8d3,Mobilepeople,Mobilepeople ApS.,Denmark,DK,Capital Region Of Denmark,Herlev,1200000.0,15.0,1989.0,Finance & Insurance,,https://mobilepeople.dk/
335,5577f372-a5dd-11ef-aeae-313c0af7c979,Mobileum,Mobileum Inc.,United States,US,California,Cupertino,,,,IT&C Services,Telecommunication Services,https://f6-development-mobileum-site.azurewebsites.net/
336,40e47543-93e5-11eb-8ad6-7326edce8d21,Modulex,Modulex A/S.,Denmark,DK,Region Of Southern Denmark,Billund,5000000.0,280.0,1963.0,Other Capital Goods,Advertising & Marketing,https://modulex.com/
337,0c78cf9d-93e5-11eb-86dd-ffbd1b53140e,Monday,monday Ltd.,Israel,IL,Tel Aviv District,Tel Aviv-Yafo,730000000.0,1854.0,2012.0,IT&C Services,Software & IT Services,https://monday.com/
338,b67a2282-e926-11ed-bb20-d929ca7b3418,Mustika Teratai Sdn. Bhd.,Mustika Teratai Sdn. Bhd.,Malaysia,MY,Johor,Johor Bahru,,,,,,
339,1fe8fa60-2ed4-11ed-b9a7-3dffeb5c7adf,Nagarro,,,,,,,,,IT&C Services,Software & IT Services,https://nagarro-clone.vercel.app/
340,3038e1e5-f85b-11ed-b4e8-e74dfe271a42,Nagarro Hiring Team,,India,IN,Delhi,North East Delhi,,,,,,
341,c43c3a03-93e4-11eb-8e19-198fb02d6f96,NEC Corporation of Malaysia,NEC Corporation | Nippon Electronic Corporation | Nippon Electric Corporation | Nippon Denki Kabushiki Kaisha | NEC Electronics Corporation,Japan,JP,Tokyo,Tokyo,26541574144.0,114714.0,1899.0,IT&C Services,Telecommunication Services,https://www.nec.com/
342,24db63d1-8aa4-11ec-9150-8d453a1e7910,NEC Corporation Of Malaysia Sdn. Bhd.,NEC Corporation Of Malaysia Sdn. Bhd.,Malaysia,MY,Kuala Lumpur,Kuala Lumpur,26825816.0,240.0,1988.0,IT&C Services,,
343,017131b8-046b-11ec-8cc5-dd2bf7d5b9b0,Scandinavian Packages,Scandinavian Packages AB.,Sweden,SE,Stockholm County,Järfälla,515306.0,3.0,,Other Consumer Services,Leisure Facilities,https://scandinavianpackages.com/
344,0cf1a919-93e5-11eb-86dd-ffbd1b53140e,NemTilmeld,,Denmark,DK,North Denmark Region,Nørresundby,3026908.0,10.0,2012.0,IT&C Services,Professional & Commercial Services,https://www.nemtilmeld.dk/
345,0c423876-0db9-11ec-b2c4-4d7effb1fb54,LivinLovinBali,Nepa AB.,,,,,,1.0,,"Arts, Entertainment & Recreation",Leisure Facilities,https://livelikeyoga.com/
346,f2337fe2-93e4-11eb-a746-fdabd18be9c6,Direkte Frakt,,Norway,NO,Viken,Enebakk,23134226.0,75.0,,Transport & Warehousing,Air Freight & Logistics,https://direktefrakt.no/
347,83ad4797-93e4-11eb-97db-273ba5953680,Nestor Cables,,Finland,FI,North Ostrobothnia,Oulu,39871916.0,125.0,,Electronics & Appliances,Electrical & Electronic Equipment,https://www.nestorcables.fi/
348,36898c82-93e5-11eb-97db-273ba5953680,Net One Asia,Net One Asia Pte Ltd. | Net One Asia Pty Ltd.,Singapore,SG,Central,Singapore,39571800.0,140.0,2008.0,IT&C Services,Software & IT Services,https://www.netoneasia.com/
349,3e619af8-93e5-11eb-8859-29e7c34dee35,Netic,Netic A/S.,Denmark,DK,North Denmark Region,Aalborg,6000000.0,160.0,2002.0,IT&C Services,Software & IT Services,http://netic.dk/
350,748dd1da-93e4-11eb-8e19-198fb02d6f96,NemID,Nets DanID A/S.,Denmark,DK,,,,,,IT&C Services,Software & IT Services,https://www.mitid.dk/
351,1238cd68-9cd4-11ef-b56b-31d2bc338e4f,New Skies Satellites B.V.,New Skies Satellites B.V.,Netherlands,NL,South Holland,The Hague,,,,,,
352,01004641-1dd8-11ef-9268-316fc8e174dd,Private Helipad Ali Villa,,Pakistan,PK,Sindh,Karachi,,,,,,
353,4e2b08a3-a477-11ed-8bb2-9375f2c4b1be,Nexcom A/S.,Nexcom A/S.,Denmark,DK,Capital Region Of Denmark,Copenhagen,,,,IT&C Services,,http://www.nexcom.dk/
354,0bc250d0-93e5-11eb-b5f6-816dd10ac7b0,Experian,Noitso A/S.,Denmark,DK,Capital Region Of Denmark,Copenhagen,24420772.0,70.0,1980.0,Finance & Insurance,Consumer Finance,http://www.experian.dk/
355,3d547a04-72bb-11ec-b5ce-b3bda5adefa4,Nokia Foundation,,Finland,FI,Uusimaa,Espoo,30000000.0,75.0,1995.0,Non Profit,Telecommunication Services,https://nokiafoundation.com/
356,74601f29-1afc-11ec-aa0f-ab42aaaa4d70,Nokia Solutions And Networks Sdn Bhd.,Nokia Solutions And Networks Sdn Bhd.,Malaysia,MY,Kuala Lumpur,Kuala Lumpur,,,,IT&C Services,,
357,01394ab2-02ed-11ed-ab36-3be868283ba6,Fornebu Kiropraktorsenter,,Norway,NO,Viken,Bærum,637241.0,4.0,2000.0,Health Care & Social Assistance,Health Care Delivery,https://fornebukiropraktorsenter.no/
358,1d0e5cd1-0a98-11ec-bfa5-67a4bc68de73,HEXA-X Consortium,Nokia Solutions and Networks OY.,Finland,FI,Uusimaa,Espoo,21639072.0,75.0,,IT&C Services,Telecommunication Services,https://hexa-x.eu/
359,7404600f-02ea-11ed-9330-439ae68059a7,Nordea,Nordea Bank Abp.,Norway,NO,Oslo,Oslo,19219092.0,41.0,2007.0,Finance & Insurance,Commercial Banks,https://nordeea.co.uk/
360,affc63f0-0394-11ed-9b1b-6d2c9309a5b2,Nordic Computer,Nordic Computer A/S.,Denmark,DK,North Denmark Region,Nørresundby,,,1979.0,Other Professional Services,Hardware,https://nordiccomputer.com/
361,8449aea3-93e4-11eb-86dd-ffbd1b53140e,Nordix Data,,Norway,NO,Troms Og Finnmark,Tromsø,16446053.0,24.0,,IT&C Services,Telecommunication Services,https://www.nordix.no/
362,02ddf6f4-0953-11ed-8906-6bcfb1398b7a,Busk Demo,,Denmark,DK,Capital Region Of Denmark,Copenhagen,1750343.0,15.0,,"Apparel, Accessories & Footwear","Apparel, Accessories & Footwear",https://busk-demo.myshopify.com/
363,e8b6c215-93e4-11eb-8474-3bbe2d07207d,Norwegian,,Norway,NO,Viken,Bærum,1554732288.0,3000.0,,Transport & Warehousing,Airlines,https://www.norwegian.no/
364,1da9722c-93e5-11eb-86dd-ffbd1b53140e,Novataris,Novataris A/S.,Denmark,DK,Capital Region Of Denmark,Copenhagen,10361011.0,53.0,2014.0,IT&C Services,Software & IT Services,https://www.novataris.com/en/
365,5212c34c-f8af-11ed-b2ae-8f7420b1f92e,NTT DATA Thailand,NTT Data Thailand Co. Ltd. | NTT DATA Corporation Co. Ltd.,Thailand,TH,Bangkok,Bangkok,4050882.0,160.0,2007.0,IT&C Services,,
366,04ffa9f7-93e5-11eb-8ad6-7326edce8d21,Amazon,Amazon Asia-Pacific Holdings Private Limited,Singapore,SG,Central,Singapore,60484720.0,150.0,2014.0,Other Durable Products,Multiline and Specialty Retailers & Distributors,https://www.amazon.sg/
367,44dda433-8ac1-11ec-b892-9b33177d601b,NTT DATA Business Solutions Hungary,,Hungary,HU,Budapest,Budapest,3722201.0,66.0,1994.0,Other Professional Services,,
368,043f0af0-a7d0-11ed-8169-bfb473e2b988,Itelligencedeblog,,,,,,,,2003.0,IT&C Services,Media & Entertainment,https://itelligencedeblog.wordpress.com/
369,dc9ecf43-8a98-11ec-a22b-09a2b609bcf4,NTT DATA Malaysia,NTT DATA Corporation,Malaysia,MY,Selangor,Petaling Jaya,,92.0,2000.0,,,
370,6db1413a-1d6a-11ef-8ca4-a917ae6b537d,NTT Cloud Communications Malaysia Sdn Bhd.,NTT Cloud Communications Malaysia Sdn Bhd.,Malaysia,MY,Selangor,Petaling Jaya,,,,,,
371,730ffb2d-0b27-11ec-b2ab-d99f5193142c,OCH,OCH A/S.,Denmark,DK,,,57397932.0,150.0,,IT&C Services,Telecommunication Services,http://och.dk/da
372,d9669f7b-93e4-11eb-91fb-73d498260b10,OK a.m.b.a,OK a.m.b.a,Denmark,DK,Capital Region Of Denmark,Copenhagen,78489800.0,1100.0,1913.0,Other Consumer Services,,https://www.ok.dk/
373,a54919b7-93e4-11eb-b4a6-27899be4e45d,OMD World Imaging,OMD World Imaging M Sdn. Bhd.,Malaysia,MY,Kuala Lumpur,Kuala Lumpur,,,,Other Capital Goods,,https://omdworldimaging.com/
374,c7578028-8aa5-11ec-8962-8b4db591a2d2,OMD Norway,,Norway,NO,Oslo,Oslo,23855504.0,67.0,,Advertising & Marketing,,
375,ac63db81-72e7-11ec-8200-bfd1296681fb,New Media Direction,New Media Direction ApS.,Denmark,DK,Capital Region Of Denmark,Copenhagen,,,,Advertising & Marketing,Advertising & Marketing,http://www.newmediadirection.dk/
376,1e65962d-93e5-11eb-b5f6-816dd10ac7b0,Omega Exim Limited,Omega Exim Limited,Bangladesh,BD,Dhaka Division,Dhaka,1264433.0,130.0,2013.0,IT&C Services,Software & IT Services,https://www.omegaeximltd.com/
377,56287c74-2509-11ec-bde8-71cf682bd51e,Omnicom Media Group AS,,Norway,NO,Oslo,Oslo,,,,,,
378,c1a538ea-8a9a-11ec-a4f2-5511448670fd,Omnicom Media Group Asia Pacific,,Singapore,SG,Southwest,,,100.0,1998.0,,,
379,50a6dd3e-c175-11ec-8c4a-c37e31e9be9e,ON THE SPOT,,Denmark,DK,Capital Region Of Denmark,Copenhagen,,,,Other Durable Products,,
380,16e25e63-93e5-11eb-b5f6-816dd10ac7b0,ONETRUST,OneTrust LLC. | OneTrust Technology Limited,United Kingdom,GB,England,London,,15.0,,Blogs & Publications,Software & IT Services,https://cookiepedia.co.uk/
381,015d07c4-93e5-11eb-9937-4fab995bf8ff,B.M.G CORPORATION CO LTD.,B.M.G CORPORATION CO LTD. | B.M.G. CORPORATION LTD.,Thailand,TH,Bangkok,Bang Rak,2426858.0,75.0,1979.0,"Apparel, Accessories & Footwear","Apparel, Accessories & Footwear",https://www.bmgcorporationltd.com/
382,cd9b9c12-1b00-11ec-aa6a-03cd9b476476,Oracle Corporation Sdn. Bhd.,Oracle Corporation Sdn. Bhd.,Malaysia,MY,Kuala Lumpur,Kuala Lumpur,,,,IT&C Services,,
383,870eb57e-1b04-11ec-98ad-4b5172a2ed18,Oracle Danmark,,Denmark,DK,Capital Region Of Denmark,Gentofte Municipality,,,,,,
384,147df165-1b04-11ec-9b02-8dfd4ec6ef01,Oracle Norge AS,,Norway,NO,Viken,Bærum,,,,IT&C Services,,
385,9618c304-6ce1-11ed-809b-653634c631b4,Oracle Pet,,Sweden,SE,Västmanland County,Västerås Kommun,,3.0,,,,https://oraclepet.com/
386,80ea7e12-93e4-11eb-be3a-7f925cb94351,Worbis,Orbis Oy.,Finland,FI,Uusimaa,Vantaa,13598198.0,31.0,1949.0,IT&C Services,Software & IT Services,https://orbis.fi/
387,da01a6ec-93e4-11eb-b4a6-27899be4e45d,Orogenic,Orogenic ApS.,Denmark,DK,Region Of Southern Denmark,Vejle,24358964.0,75.0,2014.0,Other Nondurable Products,Fuel Cells & Industrial Batteries,https://orogenic.dk/
388,023aff72-1a0d-11ef-9384-4731bdd44328,Herrington Gate,,United Kingdom,GB,England,East Boldon,2639854.0,15.0,,Architecture & Engineering Services,Engineering & Construction Services,https://herringtongate.design/
389,cd85b2eb-93e4-11eb-b5f6-816dd10ac7b0,P1 Security,P1 Security S.A.S.,France,FR,Ile-de-France,Paris,7000000.0,26.0,2009.0,IT&C Services,Software & IT Services,https://www.p1sec.com/
390,6dd0de70-a7a9-11ed-b250-d1c44dcd1aef,PACO CASA a,PACO CASA CO. LTD.,Thailand,TH,Bangkok,Bangkok,,,,,,https://pacocasa.co.th/
391,09d8b5fe-ecdb-11ee-96d4-63842c7d9e5f,Pakistan Institute of Nuclear Science & Technology,,Pakistan,PK,Islamabad Capital Territory,Islamabad,88885.0,20.0,1951.0,Other Professional Services,,
